COL1A1
ADH5
ALAD
HSD3B1
DRD1
HSD3B2
ADORA1
PTGER1
HSD17B2
AMT
IDH3A
SCNN1B
NSDHL
SLC12A5
TUBB1
MCCC2
GLS2
SLC7A11
NDUFS8
CTNS
FARS2
GHR
MS4A1
CD52
PLOD1
PPARA
NNT
SLC25A29
DHCR7
NDUFS5
NDUFS6
NDUFA10
INSR
PYGL
FCER1A
P4HA1
MMP9
FLT4
NR0B1
CYSLTR2
FARSA
CSAD
F13A1
FTL
RAF1
F5
CKB
PKM
AMD1
EDNRB
RXRB
FCER1G
CNR2
SOAT1
HAL
SARS1
NDUFV3
KCNH2
MSMO1
LDHAL6B
CACNA1I
AASS
LIPT1
PLA2G10
SLC22A5
HPRT1
F2
LDHB
DLAT
PDHB
CHRM3
CNR1
ACAT1
TKT
AGTR1
PKLR
NOS2
GLRB
AGXT2
SLC5A6
ABL1
HDC
NOS1
PDXK
TPH2
SEC14L4
F8
FLT1
TOP1MT
CHRM1
DHRS4
PTGS1
HTR4
rpsD
ftsI
TMP1
NA
embA
SLC7A4
mrdA
PDE5A
NDUFC2
IL3
SDS
CPT2
GNRHR
SDHA
SLC16A2
GCLC
P2RY12
HRH4
SCN10A
NDUFS3
TUBB
CKMT1A
RARG
HSD17B1
ME2
HRH2
GSS
ALDH5A1
HSD11B2
TLR7
SLC25A15
KCNK1
PHGDH
ABCA1
F10
PLG
MT-ND3
POLB
DBH
GPD1
SLC7A1
AVPR1A
ASPA
HLCS
SLC18A2
PTGIS
KCNK2
GLUD1
CYB5R3
EPRS1
LDHC
NDUFV2
DRD5
SCNN1A
PPARG
RENBP
HSD17B7
AKR1C1
SLC7A3
TPK1
COXFA4
ALDH2
SERPINA6
ADRB1
RARB
TPH1
HIBADH
ALDH3B2
ALDH7A1
NDUFA6
HBA1;
LARS2
KARS1
NFS1
LIG1
SCN5A
SLC23A1
LHCGR
FLT3
OGDH
SCARB1
PNPO
APRT
PDGFRB
SCN1A
ABCC8
GABBR1
SCN11A
CD22
GABRR1
LIG3
SLC12A6
ESR1
AR
SLC16A4
SIGMAR1
VEGFA
rpsI
dld
rpsJ
embB
SLC16A6
BDH1
ebgA
rpoC
penA
sulI
NDUFB10
DHFR
OTC
FGF4
TCN1
RRM1
TARS1
ADORA2B
SHMT2
HTR3A
ALDH9A1
FXYD2
MTTP
ABAT
SLC25A13
NDUFB3
ARG1
HTR1A
CHRM5
RBP1
FOLR2
NQO2
ALDH4A1
AVPR2
PTGS2
CBS
SCTR
MTNR1B
GMPS
SLC1A5
MMAA
PRKAB1
NDUFA1
CA2
LPL
ADH1A
MME
FDX1
BCL2
VARS1
HSD11B1
NOS3
MAT2A
HADHA
ALDH6A1
KYAT1
NDUFA9
PDXP
SLC25A12
PNP
CA1
SERPINC1
MT-ND4L
SERPINE1
CD3E
TYR
B4GALT1
AARS1
YARS1
CACNB1
ACVR1
SLC38A3
SLC25A2
NDUFS7
SEC14L2
NDUFB4
REN
RBP4
TYMS
ASNS
ADRA2A
AGXT
WARS1
SLC6A1
SORD
ADCY1
HSD17B10
PYCR1
ATP2C1
ME3
ACE
SLC12A2
MTHFD2
SLC12A7
THRB
SHMT1
NDUFB5
ALOX5
PTGDR
rpsL
rpoB
gor
UL30
ERG11
COXFA4L2
LDHAL6A
NDUFC1
P
blaZ
PB1
GRIN2D
KCNN4
NDUFB6
H6PD
SLC16A8
LDHA
GOT2
ADORA3
CKMT2
ACHE
TACR1
CPT1A
NDUFA8
NAGLU
PPP3R1
PPAT
F9
TTR
FTH1
OAT
CYP17A1
CHRM4
ELANE
ARAF
AKR1C4
GRIK1
OPRD1
CAMLG
KYNU
YARS2
ADH1B
MT-CO1
ODC1
DRD4
GLRA1
GABRA2
OAZ1
PDE3A
IL11RA
TAS1R2
RFK
NDUFA7
ITGA2B
ALAS1
ADRA2C
RXRA
KDR
GGCX
HTR2B
PTGER2
HSD17B4
SLC12A3
SNAP25
MAT1A
DHODH
GRIN2B
CDK15
GAD1
SRR
MT-ND6
ANXA1
ATP4A
CALCR
CCKAR
HSD17B3
IFNAR2
ASIC1
GNMT
AMN
CHRNA10
ALK
SLC6A14
NDUFB1
CYP4A11
AOC1
IVD
CACNA1A
ADH4
GATM
PROC
F7
AKT1
CROT
GLRA3
FSHR
ACSS2
HADH
GRIN1
PRLR
ABL2
CACNA1C
inhA
ureC
SLC16A5
NDUFB2
SEC14L3
gyrA
UL54
parC
gp41
NDUFAB1
NDUFS4
ABCC9
GAPDH
ERBB2
POLA1
KIT
TSHR
HTR2C
ATP5F1D
HPD
IARS1
SLC1A4
GCGR
MTNR1A
NDUFV1
NDUFA5
NDUFA11
MCCC1
KCNH6
NDUFA2
ADH1C
FGA
ALB
MT-ND4
PCCA
GOT1
HTR1E
CASP1
ALDH1B1
CYP27B1
SERPINA7
QDPR
ENPP1
SLC6A2
EDNRA
CHAT
IFNGR2
PTGIR
SCNN1G
SCNN1D
SLC12A1
GRIN2C
UGCG
SLC16A7
GCAT
ALDH1A1
TF
NDUFB7
SRD5A1
CA4
NDUFS1
SSTR1
HRH1
ALDH3B1
ACY1
SLC16A3
GRIN3B
ALDH1A2
MT-ND1
PCCB
HTR2A
HTR1F
GABRA5
GABRA3
ADH7
CRAT
GABRA4
QPRT
NDUFA13
SPTLC1
TPO
CASR
PDE4B
SLC36A1
LDLR
ASL
BCAT1
PCYT1B
ADRA1A
KCNMA1
AZIN2
LCMT1
HPGD
ASPH
ITGAL
CACNA1G
rpoA
murA
mrcB
polA
frdA
katG
TK
CRABP1
NTSR2
P
GNRHR2
TK
trxB
MT-ND5
CD1A
CHRM2
IL2RB
BLVRB
DRD3
MDH1
OPRK1
PLA2G4A
ALDH3A2
GAD2
GFUS
CDO1
SLC25A20
LCMT2
UGDH
MTHFD1
SLC25A4
IL1R1
BRAF
PTPN1
ADRA2B
SQLE
RDH5
CALY
PSAT1
NARS1
IDH3B
IGKV3-20
NR3C2
SLC25A6
ITGA4
IFNAR1
GLDC
PDHA2
HBB
GAMT
GRIN3A
HSD17B8
FARSB
ACAD8
PDE10A
NDUFB9
IL2RA
MT-ND2
PDHA1
NPR1
GPT
SRD5A2
AKR1C3
ALDH1A3
PCYT1A
RARRES1
AKR1C2
SLC16A1
GHRHR
SLC12A4
SPTLC2
ASS1
HTR1D
HMOX2
ADRA1B
FOLR3
GRIA1
ACADSB
ATP4B
SLC6A3
HCAR2
MMP2
PGR
ME1
ACACA
GSR
TH
EPOR
ACSL1
PTGFR
GCLM
EHHADH
RDH13
CSF2RA
ACVR1B
SLC7A2
HMGCR
HTR7
RARA
KCNJ1
CMPK1
FOLH1
pabB
mrcA
nfsA
M
PFF0160c
BLLF1
embC
NA
pbpA
ORF28
NDUFB8
ABCB11
SGPL1
IFNGR1
SLC9A1
GLRA2
ALDH3A1
SLC6A4
AADAT
PISD
GAPDHS
FGF1
CKM
TAT
TBXA2R
ADRA1D
IDH3G
FKBP1A
ARG2
FPGS
GRIN2A
POLA2
CHRNA2
GPRC5A
SLC6A7
SLC22A4
CYSLTR1
FFAR1
PAH
BGLAP
SLC25A5
HARS1
IMPDH2
DRD2
DARS1
CYP11B1
PNLIP
RXRG
CARS1
PRKAA1
GABRA6
KCNH7
LARS1
NDUFA12
ACACB
NDUFA3
TNF
ADRB2
VDR
PC
AKR1B1
CD33
IMPDH1
MMUT
MDH2
KCNQ1
TNK2
KCNA1
KCNJ11
ASIC2
RDH12
MTR
KCNK6
SERPIND1
CD2
HMOX1
IDO1
ACADS
TSPO
AVPR1B
GLUD2
BLVRA
CACNG1
PYCR2
VKORC1
MTRR
PLAUR
ATP1A1
NDUFS2
DDAH1
EGFR
DLD
FDPS
THRA
TOP2A
RYR1
CLCN2
BCAT2
SHBG
FCGR1A
CACNA2D1
OPRM1
FGFR2
dacB
ERG11
ddlA
F
L
rplJ
BLLF1
LRAT
GABRA1
CHRNB2
CTPS1
CHRNA4
HCAR3
MC2R
GRM1
PTK2B
CARTPT
BHMT
FADS1
RAMP1
C5
GAA
GP9
GPX2
CD80
CD86
GRIA4
ALDH18A1
CDK5
MAP2K1
GSTM4
CYP51A1
GRM8
MGAM
RAMP2
RAMP3
CACNA1H
YES1
GSTP1
GSTM3
GART
GPX3
DPP4
SNCA
NNMT
COMP
GSTA3
GSTA4
FYN
IGF1R
SRC
EPHA2
GLP1R
GSTO1
S100A13
NPC1L1
GSTZ1
GLS
FTCD
GSTM1
ALPG
HTR1B
OXTR
GSTT1
STAT5B
GRIK3
GRIK4
SLC22A11
PDGFRA
GPX1
GRIA3
SLC1A2
PLAU
PRKCB
GRM4
GGT1
AQP1
CTH
ABCC1
GRM7
GRIK5
ESR2
LCK
CSF1R
ALAS2
GRIA2
GSTK1
KCNQ2
CTLA4
GRIK2
CSF3R
DNMT1
SLC7A8
HDAC9
NR3C1
fabF
folP
pbpC
fabB
gyrB
parC
gag-pol
GPX5
GSTA5
alr
ileS
rplC
NR1I2
IFNG
F11
VWF
GP1BA
FGF2
TFPI
SMPD1
TGM2
MMP13
SLC15A1
HTR6
CYCS
SLCO1B1
FCGR3B
IFNB1
NTRK1
SERPINB2
PROS1
CXCL8
NPR2
PRDX5
SULT1E1
TPMT
CXCR4
LRP2
SV2A
ACE2
IMPA2
CUBN
A2M
POMC
APOA2
CXCL10
IL6
JUN
GUSB
IAPP
RNASE3
IGFBP3
CCND1
CANX
MAPK1
IL12B
GARS1
HSPG2
PARK7
ATP8A1
AURKA
SLCO2B1
SERPINA1
EGF
ORM1
PPBP
LTF
CRH
ABCB1
ADRB3
NPPB
FECH
ADORA2A
IL2
PPIA
GRB2
ACSL4
TGFB1
TOP1
TNFRSF1B
FPR1
F2R
PON1
PTPN4
CTNNB1
KCNJ6
KCNJ3
FASN
CCR5
TNNC1
PPARD
DPYD
ROCK1
NEU1
TNFSF13B
TRPV1
CD55
PYGM
IL3RA
GLO1
MAPK14
HRH3
KNG1
CREB1
SLC8A1
AOC3
MET
AIFM1
MDM2
CAST
NPSR1
GBA1
TRPA1
APOE
PF4
ICAM1
MGMT
CPE
PRKCA
TNFRSF1A
NT5E
CCKBR
SLC1A1
HPGDS
NGF
IL1B
MPO
ACP3
S100A1
GSTM2
PEBP1
MAPK10
KCNJ12
TLR9
PADI4
FOS
KLK1
SERPINF2
S100P
MAPK3
GPX4
SLC1A3
PTDSS1
GNG2
XIAP
CYP1B1
LTC4S
ABCG2
AGT
VTN
HEXB
HSP90AA1
HSPA5
SLC2A1
F3
