protein,degree,clustering_coefficient,betweenness_centrality,closeness_centrality,pagerank,drug_target
APTX,25,0.42,0.0005890177846692003,0.2725892022306075,0.00010733592646033839,0
PNKP,23,0.4426877470355731,0.0003719569192539098,0.2705425377726561,9.115321336819147e-05,0
UNG,27,0.30484330484330485,0.00033318641416558645,0.26186463816093813,0.00010758375044992429,0
PARP1,116,0.20464767616191903,0.004084279273089552,0.3450605581663922,0.00035161429283355323,1
LIG3,43,0.39867109634551495,9.387467869096733e-05,0.27504415166310725,0.00012842241294118905,1
OGG1,32,0.37701612903225806,0.00016887539564575083,0.2784463656308649,0.00011162975184410099,0
NTHL1,19,0.5555555555555556,2.287598923774961e-05,0.2541961581335896,7.486103518480265e-05,0
LIG1,63,0.39887352790578595,0.00016836387062301892,0.27706776576783665,0.00015923690965950367,1
POLB,31,0.3849462365591398,0.0008509185963079213,0.2953243905648859,0.00015984842881939756,1
FEN1,115,0.2936689549961861,0.0006480300656570569,0.2930092726349304,0.00029009934720552815,1
XRCC1,61,0.40491803278688526,0.0005124660976134414,0.3002820229494399,0.0001796682153505397,0
POLE,89,0.34039836567926457,0.00019260556609133154,0.278516043028704,0.00022725583914782292,1
POLM,13,0.41025641025641024,8.260637266136417e-05,0.25012754703281975,5.574521737607519e-05,0
XPC,42,0.5760743321718932,4.1354830683938665e-05,0.27514992044087144,0.00011769715210598007,0
APLF,18,0.5751633986928104,2.754365507017799e-07,0.2645898730439358,7.507609352316423e-05,0
XRCC6,113,0.24905183312262957,0.0014090497787231286,0.3181650363222705,0.00030374177143740143,0
PARG,10,0.35555555555555557,6.65228455043138e-05,0.2679804174309889,4.680995731565154e-05,0
TPP2,1,0.0,0.0,0.2278272380724701,1.862148562090526e-05,0
TAF1D,1,0.0,0.0,0.2278272380724701,1.8762670289878863e-05,0
PRMT6,1,0.0,0.0,0.2278272380724701,1.8803008766728462e-05,0
USP47,1,0.0,0.0,0.2278272380724701,1.9685412947813475e-05,0
DRD4,32,0.36693548387096775,0.00031853745237677447,0.28357796409156283,0.00011536628649571981,1
TH,62,0.13696456901110524,0.0023720956437158444,0.31835715886128607,0.000260236817586705,1
DBH,23,0.2964426877470356,0.00026703081739554163,0.26747237733492735,0.00012034789729903303,1
SLC6A2,16,0.13333333333333333,0.0006410097126207172,0.2742835082163787,0.00010508455873868557,1
ADRA2A,18,0.43137254901960786,9.7886543212201e-05,0.2719010885581381,7.655738307194803e-05,1
AOC2,17,0.47058823529411764,3.659371316466504e-06,0.26082822558443863,7.39281371806683e-05,0
AOC3,38,0.3029871977240398,0.00046530086731231754,0.296908767667626,0.00013093313114451323,1
GAL,38,0.28733997155049784,0.0002468255789976325,0.28356190917653756,0.00017243855591147852,0
CHAT,28,0.12433862433862433,0.0011285406048792577,0.28703960122558214,0.00014244824324829042,1
TAC1,49,0.21598639455782312,0.000924695775387819,0.3085890146197087,0.00020737879038808658,0
PNMT,8,0.75,5.980907958095792e-06,0.2535270685016923,4.414521195202896e-05,0
PHOX2A,4,0.3333333333333333,2.8247001976434318e-05,0.24815706296314632,3.901354377080055e-05,0
CYB561,2,0.0,3.659371316466504e-06,0.21184984357436693,3.690687939793624e-05,0
GNPNAT1,7,0.6190476190476191,1.773614646126104e-05,0.2267750612055231,4.935970115482334e-05,0
GPD1,28,0.5396825396825397,0.00022143623123472916,0.2585593929990802,0.00011310645774666837,1
LPIN2,34,0.5686274509803921,3.321961541856824e-05,0.2588400000922575,0.00012522716220746702,0
LCLAT1,28,0.6825396825396826,4.5629015729650214e-05,0.25233916929668154,0.00010626395658414272,0
MBOAT2,51,0.3788235294117647,0.00012910432512834737,0.260286033612326,0.00019549027131403722,0
AGPAT5,28,0.6693121693121693,3.2462164904138343e-06,0.2451148360185569,0.00010752312388969608,0
AGPAT3,28,0.6957671957671958,0.0,0.2500151750504259,0.00010949376638111888,0
AGPAT4,32,0.5866935483870968,7.663038321310234e-06,0.2518443244140884,0.00012051490798690203,0
AGPAT1,31,0.6408602150537634,3.4429568837722487e-06,0.2553105136630653,0.00011978097908457736,0
AGPAT2,34,0.5579322638146168,1.6722933435465207e-05,0.2533347159548409,0.00013019450572283666,0
PLPP5,42,0.47502903600464574,1.1342083677112576e-05,0.26049586528242485,0.00016905097168887513,0
PLPP4,42,0.47502903600464574,1.2611059214274351e-05,0.26049586528242485,0.00016907444625230463,0
LPIN3,31,0.5935483870967742,2.937989874152319e-05,0.2586261490129703,0.00011635544959667485,0
PLPP3,67,0.3383084577114428,0.0005810973443332462,0.2707472837334549,0.00024928582266020853,0
PLPP2,67,0.3337856173677069,0.0002646896067145765,0.27145898494811427,0.0002521968547922637,0
GPAT3,16,0.8166666666666667,1.8100116188974107e-06,0.23504958123683894,7.118131996626378e-05,0
MBOAT1,38,0.45803698435277385,0.00012288077068510955,0.2559171223639662,0.00014982146412529992,0
ADPRM,7,1.0,0.0,0.23302644993999036,4.036856490314122e-05,0
GPAT4,16,0.7583333333333333,1.7952560893955297e-06,0.23931739024704027,7.165200980019861e-05,0
GPAT2,15,0.8095238095238095,1.678195555347273e-05,0.24167309231996828,6.912828757506534e-05,0
GPAM,25,0.43,0.00036558135943532723,0.2816484283745815,9.89465409784187e-05,0
NADK,6,0.4666666666666667,9.9747379432716e-06,0.25827939365641417,3.2502019016104495e-05,0
TKFC,11,0.36363636363636365,2.1818509623448134e-05,0.2557668327223379,5.14630311868479e-05,0
SLC1A4,3,0.3333333333333333,1.219790438822168e-06,0.24049524641242595,3.153550741977863e-05,1
SLC7A1,11,0.2727272727272727,0.00025166047416441554,0.26552266350979076,8.165587829373566e-05,1
ESRRA,23,0.30039525691699603,0.000522690040054967,0.30027302168975917,0.0001020848757255948,1
RAD1,1,0.0,0.0,0.2096725903416089,2.0531166535791668e-05,0
