protein,degree,clustering_coefficient,betweenness_centrality,closeness_centrality,pagerank,drug_target
FBXO45,3,1.0,0.0,0.24967866409696823,2.5349675343656714e-05,0
NASP,1,0.0,0.0,0.22220736476420508,1.874054168494013e-05,0
AAAS,29,0.9630541871921182,0.0,0.24430778995098693,0.00010537709868749159,0
GLE1,30,0.9011494252873563,2.948646645459233e-05,0.2476233654752519,9.850712939344372e-05,0
NUP50,30,0.9448275862068966,2.823224644693244e-06,0.24563776369716445,0.00010521891084917634,0
RAE1,47,0.4727104532839963,0.00035341952411922133,0.25813962127484513,0.0001410165337125376,0
NUP58,29,0.9753694581280788,0.0,0.24563174035875446,0.0001043028168186159,0
NUP42,32,0.842741935483871,1.7224621438529162e-05,0.25013379288262205,0.00010818111332173128,0
NUP62,41,0.6060975609756097,0.00019319250826485082,0.26107975405469047,0.00015308397635160193,0
NUP160,29,0.9630541871921182,1.967403933584142e-07,0.24430778995098693,0.00010483010110677544,0
SEC13,62,0.3289264939185616,0.001095847270012923,0.2682172062969011,0.00024290786701613705,0
NUP37,28,0.9365079365079365,6.744752535309835e-05,0.24837241832759827,0.00010056276871578573,0
NUP133,30,0.9448275862068966,0.0,0.24563776369716445,0.00010855479374137214,0
NUP98,50,0.46122448979591835,0.00014777662796133887,0.2645619207028066,0.00017770943261915162,0
NUP54,36,0.7444444444444445,3.7474126424943946e-05,0.2536554658927443,0.00013262088648976876,0
NUP107,30,0.9448275862068966,0.0,0.24563776369716445,0.00010973818048665227,0
NUP210,28,0.9947089947089947,0.0,0.24430183166037522,0.00010231351855362011,0
NUP43,28,0.9947089947089947,0.0,0.24430183166037522,0.00010315061709468555,0
NUP188,29,0.9753694581280788,7.771245537657362e-07,0.24563174035875446,0.00010472460294068148,0
NUP93,37,0.7102102102102102,2.187753174145566e-05,0.25366188917625637,0.00013952318541362059,0
NUP85,30,0.9448275862068966,0.0,0.24563776369716445,0.00010955395706317882,0
NUP205,29,0.9753694581280788,0.0,0.24563174035875446,0.00010639968166794664,0
NUP35,28,0.9947089947089947,0.0,0.24430183166037522,0.00010388290732891445,0
NUP155,32,0.8346774193548387,4.853093653168682e-05,0.26080106234399136,0.00011513518922065472,0
NUP214,44,0.5391120507399577,4.082363162187095e-05,0.2579136435945922,0.0001664871512411449,0
NUP88,34,0.786096256684492,2.3038300062270304e-05,0.2542026088303904,0.00012388520421225955,0
NDC1,28,0.9259259259259259,0.00010567910229247218,0.2488475183477509,0.00010115426977901515,0
SEH1L,29,0.9753694581280788,0.0,0.24563174035875446,0.00010678922375379674,0
NXF1,64,0.3005952380952381,0.0005271052223825854,0.2700684263991363,0.0001847299439088863,0
THOC2,26,0.5353846153846153,5.459545915695994e-05,0.25042770008925913,8.231226375572388e-05,0
MCM3AP,14,0.7362637362637363,5.282479561673421e-06,0.2522629127797317,5.5080560693581504e-05,0
PRPF40A,40,0.49230769230769234,7.341859629152623e-05,0.2721966251887276,9.563590437329548e-05,0
U2SURP,22,0.7359307359307359,2.562051772509949e-05,0.2502962945346285,5.663294594404871e-05,0
WDR34,6,1.0,0.0,0.22568170151782918,4.842009653451781e-05,0
WDR60,6,1.0,0.0,0.22568170151782918,4.845193395888228e-05,0
DYNC2LI1,6,1.0,0.0,0.22568170151782918,4.849753751935563e-05,0
DYNLT3,6,1.0,0.0,0.22568170151782918,4.847697732248749e-05,0
MAD1L1,19,0.4853801169590643,0.0001481455161988859,0.2683393518234761,6.401954282410066e-05,0
CETN3,10,1.0,0.0,0.24816321079079315,4.511114995456145e-05,0
PCID2,11,0.9090909090909091,1.9821594630860233e-06,0.24862516762398523,4.7612335699027256e-05,0
TOMM22,23,0.7865612648221344,3.846274690156998e-06,0.26567759398393714,9.649920416070496e-05,0
DNAJC11,20,0.9210526315789473,0.0,0.25698070814700785,8.753147694950047e-05,0
APOOL,21,0.861904761904762,0.0,0.25702027001514766,9.362043001909591e-05,0
MICOS10,21,0.861904761904762,1.5355587701624228e-05,0.25702027001514766,9.275371616390196e-05,0
MTX2,19,0.9298245614035088,1.967403933584142e-08,0.25659890372381694,8.499151058104405e-05,0
MICOS13,21,0.861904761904762,8.853317701128639e-07,0.25702027001514766,9.248655397172722e-05,0
CHCHD6,19,0.9181286549707602,0.0,0.25700708137239237,8.682257063482772e-05,0
CHCHD3,23,0.7391304347826086,3.2757275494175967e-06,0.26015759410893324,0.00010017986546329595,0
MTX3,20,0.9315789473684211,5.902211800752426e-08,0.25698070814700785,8.415408724019241e-05,0
MFN1,36,0.38095238095238093,0.00014277942197003514,0.28919417990560553,0.00014383192020113705,0
TOMM40L,12,0.8181818181818182,8.066356127694983e-06,0.26302667796372137,5.5808992769514225e-05,0
SAMM50,22,0.8311688311688312,0.0,0.26177567562772086,9.87145428557823e-05,0
TOMM7,21,0.8761904761904762,3.934807867168284e-08,0.2590274101047364,8.874346521404932e-05,0
TOMM5,20,0.9315789473684211,9.83701966792071e-08,0.25698070814700785,8.360918838400809e-05,0
TMEM11,8,1.0,0.0,0.2529700490825386,4.0281024318707776e-05,0
OXA1L,4,1.0,0.0,0.24455830086841712,2.6691941542170028e-05,0
PUF60,32,0.4415322580645161,0.0006815234781230487,0.2893194698197835,8.507922576767665e-05,0
CHCHD10,9,0.6111111111111112,1.0633818261022289e-05,0.2351654616295043,5.437190284553294e-05,0
DNM1L,16,0.4,4.760625668290228e-05,0.2799013078006697,6.713254708409852e-05,0
LETM1,1,0.0,0.0,0.2265032900750789,1.7706195007895095e-05,0
CLK3,14,0.24175824175824176,0.0004749263910573779,0.24901454256022984,7.915004495761845e-05,1
COX18,5,0.6,4.4266588505643195e-06,0.2334554862396375,2.758756866204877e-05,0
EXT2,6,0.6,5.2391966751345705e-05,0.24177225341693295,6.252918787115492e-05,0
EXT1,15,0.23809523809523808,0.000907779848995059,0.2584659924545971,0.00014242823772421626,0
NDST1,7,0.5238095238095238,1.0132130257958332e-05,0.23989625451600644,7.59510704266689e-05,0
GLCE,4,0.8333333333333334,1.967403933584142e-08,0.2054243587057885,5.126233344939428e-05,0
HS2ST1,9,0.5833333333333334,1.0425601344717966e-05,0.2515723543013302,7.908639309586151e-05,0
NDST2,5,0.5,7.141676278910435e-06,0.20750524099039577,6.447508084710822e-05,0
ANXA13,3,1.0,0.0,0.20895093874781737,4.610646630917323e-05,0
TRPS1,3,1.0,0.0,0.20895093874781737,4.8614052375375276e-05,0
CSMD3,6,0.3333333333333333,0.00012476783895807233,0.23774969747158678,7.127785673171079e-05,0
THSD7A,1,0.0,0.0,0.20524757716566674,2.234732242222897e-05,0
C1orf198,48,0.8643617021276596,0.00012090516923513546,0.27156201381436185,8.803032841984003e-05,0
ENSP00000497305,30,0.9747126436781609,5.902211800752426e-08,0.25282319990839114,6.337106027418357e-05,0
TMEM127,8,0.75,1.0904336301890108e-05,0.26222109378210956,3.929891083768023e-05,0
TIMM8B,3,1.0,0.0,0.2417430799423309,2.054053449334515e-05,0
RBM8A,62,0.4093072448439979,0.00045567042505742316,0.265346825344239,0.00015861292715163339,0
REEP5,1,0.0,0.0,0.20034216007140732,2.1662974939639616e-05,0
RAB3IP,1,0.0,0.0,0.20146229040606503,1.9928475150247377e-05,0
COL17A1,8,0.42857142857142855,1.566053531132977e-05,0.25263828508374186,5.1728051367301516e-05,0
COL16A1,21,0.5095238095238095,4.282546512429281e-05,0.2468788170935395,9.354976098622963e-05,0
KRT19,15,0.3333333333333333,1.1804423601504853e-05,0.27814483266425183,6.788717780558899e-05,0
PLEC,23,0.14624505928853754,0.00030752490885853725,0.2830651069167618,0.00010451763121198982,0
PPL,20,0.49473684210526314,0.00022227073840322441,0.24974713913511593,0.00011759243014074058,0
C17orf97,20,0.2736842105263158,0.00017882882004640856,0.27456919670998453,9.671079630955421e-05,0
BEST2,2,0.0,9.850463594800202e-06,0.2389919359538666,2.2111672472594254e-05,0
RAG2,11,0.6363636363636364,1.1843771680176536e-05,0.27499884707545064,4.517575324278164e-05,0
RAG1,13,0.5512820512820513,4.0646565267848375e-05,0.2780135994996077,5.072832302585481e-05,0
IL9R,17,0.875,0.0,0.27867100660909044,4.984176819434039e-05,0
KLK8,4,1.0,0.0,0.24566788482085508,3.3796396643035466e-05,0
CCN1,15,0.22857142857142856,0.000266981632297202,0.281902065727764,7.625784066553125e-05,0
CHMP3,29,0.8103448275862069,7.294150083763207e-06,0.2538997795749465,0.00011182136114173456,0
RNF103-CHMP3,20,0.8842105263157894,2.6422234828035027e-05,0.2529508851688181,7.863183113507561e-05,0
HAVCR1,6,0.6666666666666666,4.525029047243527e-07,0.27603703611481073,3.697113626150872e-05,0
ALKBH1,21,0.4380952380952381,9.6768401976614e-05,0.2286541122502309,0.00014472993935695433,0
ALKBH7,6,0.8666666666666667,0.0,0.18600835614673955,7.009994019509836e-05,0
ALKBH8,6,0.6666666666666666,1.967403933584142e-07,0.22341164671076041,6.213658778387458e-05,0
ALKBH6,5,1.0,0.0,0.18600490220912774,6.177581718871761e-05,0
ALKBH4,6,0.8666666666666667,3.934807867168284e-08,0.18600835614673955,6.9799729851358e-05,0
JMJD4,5,1.0,0.0,0.18600490220912774,6.254240628217626e-05,0
ALKBH2,7,0.7142857142857143,0.000701200796465446,0.2233966994551821,7.327446737595267e-05,1
FAP,1,0.0,0.0,0.21673138760185998,1.9002768590800374e-05,0
ADAR,9,0.5,2.8153550289589073e-05,0.27188632857178746,3.856630677064586e-05,0
PKIA,6,0.26666666666666666,4.691274679631387e-05,0.27266340039115805,4.461023484444687e-05,0
PKIG,2,1.0,0.0,0.22717106255970893,2.507664633258048e-05,0
ADARB2,1,0.0,0.0,0.21673138760185998,1.8984237865739536e-05,0
PCOLCE,11,0.8363636363636363,4.1315482605266983e-07,0.24908265375896074,5.409807417013671e-05,0
COL5A3,14,0.8461538461538461,0.0,0.24544516327478108,6.526475028523026e-05,0
SULF1,1,0.0,0.0,0.2235113462206387,1.8087279022530617e-05,0
DOHH,4,1.0,0.0,0.24068015385800975,2.6646840354718503e-05,0
SDC3,17,0.3235294117647059,0.00014800779792353502,0.2752255193859316,8.101202948636622e-05,0
GPC2,4,1.0,0.0,0.2458548007944818,3.0232516849929864e-05,0
GPC6,2,1.0,0.0,0.22477522727634613,2.644988174937538e-05,0
TRAPPC4,25,0.5733333333333334,0.0017660237459490255,0.2530723056836533,0.00013101299731703932,0
ATP2B3,14,0.5604395604395604,1.6127793745556004e-05,0.28267370272795,5.6915746483782e-05,1
TPM2,41,0.5170731707317073,5.8727007417486644e-05,0.2663982767823617,0.00014603462469375088,0
ACTR2,34,0.49376114081996436,5.814170474724536e-05,0.2916358449857449,0.00014125061461053043,0
ARPC2,23,0.6284584980237155,1.8021420031630743e-05,0.28946996109147133,9.670912633503423e-05,0
ARPC4,18,0.7973856209150327,1.259138517493851e-05,0.2874926959093753,8.330806988599015e-05,0
ARPC3,20,0.7157894736842105,1.829685658233252e-06,0.2877156480804907,9.112260556084179e-05,0
ARPC1B,18,0.8300653594771242,1.7263969517200847e-06,0.2871383363977058,7.982100466843393e-05,0
ACTR3,27,0.5897435897435898,9.192694879671904e-06,0.28959549012923863,0.00011186279676368612,0
FMNL3,2,1.0,0.0,0.2435119604135153,2.1995534754105626e-05,0
CAP1,12,0.6515151515151515,1.6132712255389965e-06,0.2820767065659598,5.9086916374855944e-05,0
CAPZB,13,0.41025641025641024,3.137517423083311e-05,0.2852576604274509,6.170544373484754e-05,0
MYO10,6,0.4,8.853317701128639e-07,0.2746746004434003,3.554752427588686e-05,0
TMOD1,18,0.28104575163398693,0.00014908659108045033,0.2702651630576939,7.35428551961185e-05,0
TWF1,23,0.4624505928853755,2.647633843620859e-05,0.26931329489367833,0.00010211234888497937,0
SETD3,4,0.6666666666666666,1.0820721634712782e-06,0.24880425234272285,2.9095055127012633e-05,0
ACTG2,18,0.6078431372549019,1.2984865961655338e-06,0.2517810230883591,7.965072282690154e-05,0
PHACTR1,4,0.5,8.750028994615471e-06,0.24658103592877031,4.1068655226045506e-05,0
MRTFB,2,1.0,0.0,0.2338315087553483,2.7729785224488707e-05,0
PLS3,4,0.3333333333333333,1.5906460803027788e-05,0.24557754360309797,3.336878026315433e-05,0
LCP1,4,0.3333333333333333,0.00013963157567630053,0.24913221258382326,4.588176171735688e-05,0
LMOD1,12,0.7121212121212122,3.524800887409349e-05,0.2518190000646161,5.3994379340567454e-05,0
COBL,2,1.0,0.0,0.24416487114440516,2.1269940677408976e-05,0
OLFM1,1,0.0,0.0,0.2332597802619776,1.7953952908089278e-05,0
PDLIM5,2,0.0,0.0,0.24775810649180988,2.1315192591071768e-05,0
EIF2AK1,13,0.14102564102564102,0.0002299649272868164,0.276075074511365,6.35617841290149e-05,1
TACO1,12,0.6515151515151515,4.541751980678992e-05,0.23494483543414874,4.633726755771454e-05,0
OTOF,9,0.7222222222222222,0.0,0.2647437165623692,4.698314020500835e-05,0
SYT11,3,1.0,0.0,0.24169058542610544,2.5339938435238652e-05,0
STON2,3,1.0,0.0,0.24169058542610544,2.711933602207997e-05,0
LMAN2,4,0.6666666666666666,1.259138517493851e-06,0.21710717621904171,3.774794423170955e-05,0
LMAN2L,2,1.0,0.0,0.21300306208153366,2.8205048787467493e-05,0
LMAN1L,1,0.0,0.0,0.1895958663657941,2.3841461288293015e-05,0
ELOVL4,13,0.2564102564102564,0.0004394950857168056,0.24866837136187386,0.00010491080147809683,1
IMPG1,2,1.0,0.0,0.21467378174039614,2.603458135470157e-05,0
ELOVL1,3,0.3333333333333333,8.184400363710031e-06,0.2218530298451977,3.021101992066793e-05,0
CNGB3,13,0.38461538461538464,1.955107658999241e-05,0.23959787608999153,6.869610259284937e-05,0
TENT5A,1,0.0,0.0,0.19902066286995085,2.18744165668852e-05,0
TMEM38B,6,0.8,1.7509895008898863e-06,0.22755294072307228,4.3758449686574175e-05,0
CTSH,8,0.4642857142857143,5.5205354376371026e-05,0.27593818532230635,5.001421540668365e-05,0
CTSV,6,0.5333333333333333,4.02334104417957e-05,0.2726930909666893,4.074836083276262e-05,0
SERPINB13,5,0.3,5.528405053371439e-06,0.23635846260282592,4.1942420966174604e-05,0
BET1L,20,1.0,0.0,0.24457024277480263,7.457757828296607e-05,0
SEC22B,56,0.43506493506493504,0.0007039469644560739,0.270732648745145,0.0002087661541728292,0
GOSR2,46,0.5033816425120773,0.0002517572048578167,0.2565003457754939,0.00017066081244163734,0
BET1,50,0.47591836734693876,0.00033213057405456287,0.2590274101047364,0.00018702036610737102,0
SNAP47,31,0.9075268817204301,9.099243192826657e-07,0.2508855662476611,0.0001104723256911002,0
STX19,29,0.9039408866995073,6.295692587469255e-07,0.24860048651338576,0.00010146786777400167,0
GOSR1,29,0.9532019704433498,1.7706635402257279e-07,0.2478991289737271,0.0001100998531730133,0
STX11,30,0.8482758620689655,1.8788707565728557e-06,0.24860048651338576,0.00010910135475455985,0
STX8,34,0.8894830659536542,0.0,0.25014628551805135,0.00012686761601046106,0
VTI1B,36,0.8571428571428571,4.71685093076798e-06,0.25198369943325954,0.00013594394481701705,0
STX10,29,0.9408866995073891,3.492141982111852e-06,0.2494424025989931,0.00010659597646488683,0
CPLX4,7,0.7142857142857143,6.92526184621618e-06,0.2424217226971846,4.154036128942234e-05,0
TAPBPL,4,0.3333333333333333,1.3017656027215074e-05,0.25514793692232207,2.9674047877710633e-05,0
SFTPD,5,0.5,3.5413270804514557e-07,0.2647227273670815,3.1573770910513415e-05,0
HLA-B,54,0.2983927323549965,0.0002551329421071915,0.30159294284248706,0.0002030359461838886,1
TAP1,15,0.6761904761904762,6.118626233446682e-06,0.2803713614971553,6.230135270251796e-05,0
HLA-F,35,0.4672268907563025,2.8576542135309663e-05,0.28623579847897945,0.0001330335172959403,0
HLA-C,49,0.3197278911564626,0.001223400625040295,0.2957079853452506,0.00020618791287869978,0
HLA-E,43,0.4053156146179402,0.000255819893980668,0.2888356161463154,0.00016183914468666802,0
TAP2,11,0.8545454545454545,3.934807867168284e-08,0.26679561081261294,5.0086728360892623e-05,0
CLCN6,2,0.0,9.600931195890612e-06,0.23226999335846144,2.3060409855451945e-05,0
PAF1,26,0.9446153846153846,2.3608847203009705e-07,0.24852647257406751,9.107807188535444e-05,0
ELL2,26,0.8923076923076924,5.036554069975404e-06,0.24670249245321557,9.33346637198887e-05,0
ELL3,25,0.95,4.6233992439227335e-06,0.24669641678538026,8.932829796494403e-05,0
AFF4,30,0.7379310344827587,5.867782231914704e-06,0.2470553939616822,0.00010740599343841219,0
NELFA,25,0.9833333333333333,0.0,0.24852030673506748,8.779808232471329e-05,0
NELFE,27,0.8945868945868946,6.8514841987067745e-06,0.24945482626681853,9.32270507372049e-05,0
AFF1,29,0.7586206896551724,1.3220954433685435e-05,0.253328309229942,0.00010295518544331849,0
ELL,27,0.8917378917378918,4.825058147115108e-06,0.24856964201519555,9.6097541125503e-05,0
EAF1,27,0.8917378917378918,3.934807867168284e-08,0.24856964201519555,9.545035819484586e-05,0
ELOA,25,0.9833333333333333,0.0,0.24852030673506748,8.752936951967116e-05,0
MLLT3,28,0.7777777777777778,6.664088974032886e-05,0.25717203675310946,0.00010078979197457601,0
TCEA2,28,0.8201058201058201,1.88329741542342e-05,0.251464993186152,9.440531575547731e-05,0
MLLT1,27,0.8917378917378918,3.73806747380987e-07,0.24856964201519555,9.676983216315504e-05,0
SUPT4H1,28,0.8597883597883598,3.934807867168284e-08,0.24949831885153717,9.905228082238806e-05,0
WDR61,25,0.9833333333333333,0.0,0.24852030673506748,8.806780538977238e-05,0
RTF1,27,0.8917378917378918,7.166268828080237e-06,0.25438336135838197,9.40617539894482e-05,0
LEO1,26,0.9446153846153846,0.0,0.24852647257406751,9.216165068076177e-05,0
CTDP1,17,0.49264705882352944,9.96490092360368e-05,0.2422165587477117,7.632717506035233e-05,0
MED28,14,0.7912087912087912,1.1017462028071196e-06,0.26120229474759754,4.76553022500442e-05,0
ZC3H13,25,0.64,0.00010019988233744036,0.2683752981532583,9.893643173422858e-05,0
LARP7,10,0.8444444444444444,4.7955470881113465e-06,0.24722612181179637,4.7325472658771346e-05,0
AFF3,10,1.0,0.0,0.23749041000427618,4.180943596658345e-05,0
HTATSF1,38,0.4238975817923186,0.00024209233303408464,0.2684903911541549,9.077453893559053e-05,0
HEXIM2,7,1.0,0.0,0.24720781825646865,3.788028414782429e-05,0
MEPCE,9,0.9166666666666666,1.967403933584142e-08,0.2472200203255353,4.405191286149632e-05,0
HEXIM1,13,0.5512820512820513,2.672718243774057e-05,0.2531746449873721,5.4593936380628564e-05,0
STXBP3,12,0.7424242424242424,7.60893471313667e-06,0.2543575238324708,5.415178807482523e-05,0
DNAJC5,27,0.2535612535612536,0.0009531612997297331,0.2992325249005367,0.0001223478005179019,0
SNAP91,16,0.6166666666666667,5.816629729641516e-05,0.2630404916645755,7.529194536004657e-05,0
APBB1,14,0.3516483516483517,1.3880034751436122e-05,0.28408462617538827,8.402185602175774e-05,0
PHYH,17,0.5,0.0005392359071364096,0.25331549675223464,9.383078288308269e-05,1
PEX2,11,0.8909090909090909,0.0,0.23087809720815833,6.658826914530585e-05,0
PEX6,9,1.0,0.0,0.21650653821450203,5.9637245566223204e-05,0
AGPS,12,0.9090909090909091,1.7106577202514116e-05,0.2306176444325068,6.983165655653528e-05,0
PHYHIP,1,0.0,0.0,0.2019863287877395,2.0590083180443623e-05,0
TRIM27,12,0.2727272727272727,3.5742810963389904e-05,0.2762578048419847,5.9105865514519054e-05,0
TRIM17,11,0.23636363636363636,0.0005127185811182513,0.25557106782932426,0.00012259707839400356,0
TRIM45,4,0.6666666666666666,1.967403933584142e-08,0.22462905331592514,4.927569861180078e-05,0
TRIM41,6,0.6,0.0,0.22463912817479292,7.296486077005718e-05,0
TRIM37,1,0.0,0.0,0.2110286509558095,2.339221561692537e-05,0
MID2,2,1.0,0.0,0.2110330967529097,4.561116032354407e-05,0
MID1,2,1.0,0.0,0.2110330967529097,4.603656340301951e-05,0
TRIM49,2,0.0,3.8256169488543644e-05,0.23042666552195357,2.5306830714388338e-05,0
TRIM31,3,0.6666666666666666,5.272642542005501e-06,0.2246240162253698,3.916195203743588e-05,0
TRIM36,3,0.6666666666666666,0.0,0.2246240162253698,4.018614755178906e-05,0
TRIM3,1,0.0,0.0,0.2110286509558095,2.332192263728223e-05,0
TRIM25,24,0.44565217391304346,0.0014841521448811475,0.3010038764256848,0.00010329378913873654,0
TRIM7,2,1.0,0.0,0.2246189793607132,2.9772153869812093e-05,0
TRIM66,2,1.0,0.0,0.21435222125246867,3.2871461700732236e-05,0
TRIM67,2,1.0,0.0,0.21435222125246867,3.27067810755116e-05,0
TRIM44,2,1.0,0.0,0.21435222125246867,3.281237856229059e-05,0
TRIM50,2,0.0,4.802924852862287e-05,0.25172407909660666,2.6387692627380268e-05,0
TRIM11,2,1.0,0.0,0.2246189793607132,3.019953785026783e-05,0
TRIM74,1,0.0,0.0,0.2110286509558095,2.3954559454070464e-05,0
TRIM32,3,0.3333333333333333,3.079479007042579e-05,0.23317833291208748,3.3053800110859874e-05,0
TRIM73,1,0.0,0.0,0.2110286509558095,2.3977990447284844e-05,0
TRIM6,2,1.0,0.0,0.2246189793607132,3.1000233650596654e-05,0
TRIM22,4,0.3333333333333333,5.666451229377926e-05,0.26752952497316895,3.590859714143876e-05,0
TRIM39-RPP21,2,1.0,0.0,0.2110330967529097,3.974613874297682e-05,0
TRIM71,1,0.0,0.0,0.2110286509558095,2.4481756801393992e-05,0
TRIM6-TRIM34,3,1.0,0.0,0.22930839674870354,3.898298358248913e-05,0
TRIM14,2,1.0,0.0,0.2246189793607132,3.140662239544212e-05,0
TRIM55,4,0.5,1.7623020735079954e-05,0.2584393189775636,3.404620528797384e-05,0
PRY,4,0.8333333333333334,0.0,0.23976992684116916,4.424789398582626e-05,0
PRYP3,4,0.8333333333333334,0.0,0.23976992684116916,4.451514737508935e-05,0
PRY2,4,0.8333333333333334,0.0,0.23976992684116916,4.449342799835732e-05,0
TRIM54,4,0.3333333333333333,7.47613494761974e-06,0.23668796379118107,3.4897791535723286e-05,0
TRIM39,3,0.6666666666666666,6.576047648004995e-06,0.2143568081909303,5.105707233338691e-05,0
GTF3C1,1,0.0,0.0,0.2110286509558095,2.520811759103974e-05,0
BBX,1,0.0,0.0,0.2110286509558095,2.5360419046933202e-05,0
MT2A,11,0.23636363636363636,0.0005188437653648099,0.23939174083668782,0.00013304571978846222,1
WDR77,17,0.4852941176470588,0.0002076676827061961,0.2957691036840193,5.820049045886373e-05,0
MYOD1,23,0.28063241106719367,0.0001349196432553665,0.3061837634053786,9.54139968459238e-05,0
SERTAD1,2,1.0,0.0,0.26127042262833505,1.966909356426154e-05,0
LAMB2,12,0.8636363636363636,9.345168684524675e-07,0.2705060085757977,5.406600933626951e-05,0
LAMA2,27,0.41595441595441596,0.00010648081939540772,0.2744337964321626,0.0001160585017908979,0
LAMA3,30,0.7310344827586207,1.2291356075066928e-05,0.27716742767411984,9.950320185275651e-05,0
TECTB,2,1.0,0.0,0.21938475697701193,3.4467346410441734e-05,0
MMP19,1,0.0,0.0,0.2193799523350423,1.892165798061981e-05,0
ZAN,2,1.0,0.0,0.21938475697701193,3.547053252857882e-05,0
BTN1A1,4,0.3333333333333333,4.633236263590655e-06,0.2466599690618395,3.69648746866826e-05,0
BTN3A3,4,1.0,0.0,0.2384855368323778,4.801243403605708e-05,0
BTN3A2,4,1.0,0.0,0.2384855368323778,4.828471933613707e-05,0
BTN3A1,4,1.0,0.0,0.2384855368323778,4.8314512936620186e-05,0
NOX4,18,0.6274509803921569,3.983992965507888e-06,0.280081308641699,8.512725840472626e-05,0
BTNL8,2,1.0,0.0,0.23847418173004084,2.6892240175244343e-05,0
BTNL3,2,1.0,0.0,0.23847418173004084,2.6929012566599812e-05,0
ERMAP,2,1.0,0.0,0.23847418173004084,2.6936367044870908e-05,0
BTN2A1,2,1.0,0.0,0.23847418173004084,2.7282459612467057e-05,0
BTNL9,2,1.0,0.0,0.23847418173004084,2.7282459612467057e-05,0
BTN2A2,2,1.0,0.0,0.23847418173004084,2.7304523047280338e-05,0
P3H3,6,0.0,0.000248251946849481,0.24530691817241007,5.8069390680466476e-05,1
DHRS2,1,0.0,0.0,0.19686164616717172,2.2270013200145982e-05,0
CENPB,4,0.5,3.922019741599987e-05,0.2379134524883708,2.9699926996230118e-05,0
NPVF,7,0.5238095238095238,2.3013707513100503e-05,0.24274482633573316,4.8974749525213294e-05,0
TRNAU1AP,17,0.5514705882352942,8.270474285804338e-05,0.24560162809715014,5.040421640929477e-05,0
TSEN34,1,0.0,0.0,0.1925293202554415,1.897663780566443e-05,0
KANK1,2,1.0,0.0,0.21139382947643534,2.4735872817776678e-05,0
ABHD4,6,1.0,0.0,0.22392104624053571,4.551728302060375e-05,0
ABHD12,7,0.9523809523809523,1.967403933584142e-08,0.2239260518525141,5.456929888669139e-05,0
NAAA,8,0.25,0.00016604889199450158,0.2614477215527057,6.291507033114243e-05,1
ABHD6,8,0.8571428571428571,1.1804423601504852e-07,0.23186676551017005,6.040491253795278e-05,0
SOX5,3,1.0,0.0,0.23722606933098955,3.270285679192602e-05,0
SOX6,3,1.0,0.0,0.23722606933098955,3.293496730932906e-05,0
COL9A1,14,0.45054945054945056,1.826734552332876e-05,0.2711210112748089,6.618569449668994e-05,0
TMPRSS11E,1,0.0,0.0,0.21151881421450155,2.0179701937069458e-05,0
HPN,5,0.2,5.68333811314119e-05,0.25692797793091116,4.216997029567904e-05,1
MST1,3,0.3333333333333333,1.2984865961655338e-06,0.23346636842330595,3.567027518496192e-05,0
PRIMA1,2,1.0,0.0,0.23021483736832057,2.4021346326018705e-05,0
RECK,2,1.0,0.0,0.24950453331598998,2.1292847836289607e-05,0
SMOC1,2,1.0,0.0,0.23026775788631246,2.2927934077412964e-05,0
SPOCK1,2,1.0,0.0,0.23026775788631246,2.3214888982009434e-05,0
STAB1,2,1.0,0.0,0.2485881477955719,2.2578085574910866e-05,0
GORASP1,15,0.7523809523809524,1.1804423601504852e-07,0.23364607103702484,6.963152179212593e-05,0
RAB1B,25,0.42333333333333334,0.0002566658776721092,0.23442798978634133,0.000113094596072769,0
SEC23A,29,0.5320197044334976,2.989798177736701e-05,0.24679974385459655,0.0001311961748384071,0
COPB1,33,0.3409090909090909,0.0007352303265033397,0.2592419255582393,0.00017628687409882666,0
SEC24A,29,0.5369458128078818,2.085284219271392e-05,0.24669641678538026,0.00012866267596365079,0
USO1,20,0.7052631578947368,4.01842253434561e-06,0.23930023897683625,9.18833492085905e-05,0
SCFD1,19,0.5497076023391813,0.00012267255376880522,0.23947186238513904,8.486827727479731e-05,0
CTSC,11,0.16363636363636364,0.00034640572909599385,0.27944062274584663,7.184954639536292e-05,1
SEC63,9,0.6111111111111112,0.00016860651710816097,0.24733600008815718,7.751824436004159e-05,0
ERP44,7,0.42857142857142855,1.328489506152692e-05,0.2670872684594151,4.473040676938017e-05,0
TGOLN2,16,0.21666666666666667,0.0001798944971771,0.264953791720326,8.649825370775597e-05,0
GOLPH3,28,0.34656084656084657,0.0007976511348061307,0.282211804580092,0.00012203771828486058,0
MIA2,7,1.0,0.0,0.22112821199934582,3.969038272037547e-05,0
GOLGB1,9,0.6111111111111112,7.019205384044823e-05,0.24049524641242595,4.918116782188485e-05,0
SAR1A,19,0.7251461988304093,1.6722933435465206e-06,0.24522884850103716,9.205032625997563e-05,0
SAR1B,22,0.5844155844155844,0.00029645170371901447,0.24673895274571075,0.00010187017187620565,0
PREB,16,0.8,2.3608847203009705e-07,0.24117850444383795,7.971776565480095e-05,0
TMED2,16,0.6333333333333333,2.7789580561876007e-06,0.2297659931548126,7.959535476769099e-05,0
SEC16B,22,0.36796536796536794,0.00042207700289147393,0.25721165755733383,0.0001139268280912815,0
